locId,country,region,city,postcode
155120,FO,,,
155121,FO,0,Tórshavn,
155122,FO,0,Argir,
155123,FO,0,Hvalvík,
155124,FO,0,Sørvágur,
155125,FO,0,Runavík,
155126,FO,0,Hoyvík,
155127,FO,0,Klaksvík,
155128,FO,0,Saltangará,
155129,FO,0,Fuglefjord,
155130,FO,0,Leirvík,
155131,FO,0,Toftir,
155132,FO,0,Thorshavn,
155133,FO,0,Hvannasund,
155134,FO,0,Vágur,
155135,FO,0,Mykines,
155136,FO,0,Leynar,
155137,FO,0,Skálabotnur,
155138,FO,0,Skáli,
155139,FO,0,Kaldbak,
155140,FO,0,Saltnes,
155141,FO,0,Skopun,
155142,FO,0,Nes,
155143,FO,0,Sandavágur,
155144,FO,0,Glyvrar,
155145,FO,0,Tvøroyri,
155146,FO,0,Hósvík,
155147,FO,0,Strendur,
155148,FO,0,Hvítanes,
155149,FO,0,Sandur,
155150,FO,0,Sandvík,
155151,FO,0,Porkeri,
155152,FO,0,Fuglafjørður,
155153,FO,0,Rituvík,
155154,FO,0,Oyrarbakki,
155155,FO,0,Vestmanna,
155156,FO,0,Lambi,
155157,FO,0,Ejde,
155158,FO,0,Norðragøta,
155159,FO,0,Kollafjørður,
155160,FO,0,Haraldssund,
155161,FO,0,Sörvag,
155162,FO,0,Gøtugjógv,
155163,FO,0,Søldarfjørður,
155164,FO,0,Hvalba,
155165,FO,0,Skipanes,
155166,FO,0,Lopra,
155167,FO,0,Signabøur,
155168,FO,0,Kvívík,
155169,FO,0,Nólsoy,
155170,FO,0,Gøta,
155171,FO,0,Haldarsvík,
155172,FO,0,Funningur,
155173,FO,0,Oyri,
155174,FO,0,Eiði,
155175,FO,0,Sumba,
155176,FO,0,Syðrugøta,
155177,FO,0,Bøur,
155178,FO,0,Eide,
155179,FO,0,Oyndarfjørður,
155180,FO,0,Midvaag,
155181,FO,0,Saksun,
155182,FO,0,Tjørnuvík,
155183,FO,0,Kollefjord,
155184,FO,0,Miðvágur,
155185,FO,0,Viðareiði,
155186,FO,0,Streymnes,
155187,FO,0,Svínáir,
155188,FO,0,Skálavík,
155189,FO,0,Langasandur,
155190,FO,0,Innan Glyvur,
155191,FO,0,Gjógv,
155192,FO,0,Válur,
155193,FO,0,Midvåg,
155194,FO,0,Vatnsoyrar,
155195,FO,0,Kunoy,
155196,FO,0,Húsar,
155197,FO,0,Øravík,
155198,FO,0,Trongisvágur,
155199,FO,0,Ánir,
155200,FO,0,Húsavík,
155201,FO,0,Skælingur,
155202,FO,0,Akrar,
155203,FO,0,Heller,
155204,FO,0,Skuö Bygd,
155205,FO,0,Uti á Fløtum,
155206,FO,0,Fámjin,
155207,FO,0,Kælnæs,
155208,FO,0,Nordregöte,
155209,FO,0,Hattarvík,
155210,FO,0,Kirkjubøur,
155211,FO,0,Depil,
155212,FO,0,Hove,
155213,FO,0,Göteejde,
155214,FO,0,Hamrar,
155215,FO,0,Fundingbund,
155216,FO,0,Sand,
155217,FO,0,Torkildshøj,
155218,FO,0,Selatrað,
155219,FO,0,Hov,
155220,FO,0,Våg,
155221,FO,0,Froðba,
155222,FO,0,Sandevåg,
155223,FO,0,Sørvaag,
155224,FO,0,Havn,
